Id,Label,timeset,pageranks
bimonthly.n.01,,,0.000004
biweekly.n.01,,,0.000004
organ.n.04,,,0.000006
house_organ.n.01,,,0.000004
tip_sheet.n.01,,,0.000005
dope_sheet.n.01,,,0.000005
colour_supplement.n.01,,,0.000003
comic_book.n.01,,,0.000004
news_magazine.n.01,,,0.000003
pulp.n.04,,,0.000005
slick.n.02,,,0.000007
trade_magazine.n.01,,,0.000004
issue.n.02,,,0.000005
edition.n.03,,,0.000005
extra.n.02,,,0.000005
journal.n.02,,,0.000004
annals.n.01,,,0.000006
review.n.06,,,0.000004
literary_review.n.01,,,0.000004
reading.n.04,,,0.000004
bumf.n.01,,,0.000004
perusal.n.01,,,0.000011
browse.n.02,,,0.000004
skim.n.02,,,0.000011
message.n.02,,,0.00001
latent_content.n.01,,,0.000003
bone_of_contention.n.01,,,0.000009
precedent.n.04,,,0.000004
didacticism.n.01,,,0.000005
digression.n.01,,,0.00001
declarative_sentence.n.01,,,0.000004
run-on_sentence.n.01,,,0.000003
topic_sentence.n.01,,,0.000004
meaning.n.01,,,0.00001
lexical_meaning.n.01,,,0.000005
grammatical_meaning.n.01,,,0.000005
symbolization.n.01,,,0.000005
sense.n.02,,,0.000011
word_meaning.n.01,,,0.000007
intension.n.01,,,0.000006
referent.n.03,,,0.000004
referent.n.02,,,0.000004
relatum.n.01,,,0.000005
referent.n.01,,,0.000004
antecedent.n.04,,,0.000003
denotatum.n.01,,,0.000004
designatum.n.01,,,0.000004
effect.n.04,,,0.000011
alpha_and_omega.n.02,,,0.000006
ambiguity.n.01,,,0.000004
loophole.n.01,,,0.000003
amphibology.n.01,,,0.000008
parisology.n.01,,,0.000004
euphemism.n.01,,,0.000003
dysphemism.n.01,,,0.000003
shucks.n.02,,,0.000003
double_entendre.n.01,,,0.000004
intent.n.02,,,0.000014
moral.n.01,,,0.000006
nuance.n.01,,,0.000008
overtone.n.01,,,0.000004
bottom_line.n.02,,,0.000003
crux.n.02,,,0.000007
point.n.03,,,0.000006
rallying_point.n.01,,,0.000003
talking_point.n.01,,,0.000004
nonsense.n.01,,,0.000013
absurdity.n.01,,,0.000005
amphigory.n.01,,,0.000005
balderdash.n.01,,,0.000016
buzzword.n.01,,,0.000005
crock.n.02,,,0.000008
fa_la.n.01,,,0.000008
gibberish.n.01,,,0.000009
word_salad.n.01,,,0.000004
incoherence.n.01,,,0.000008
incoherence.n.02,,,0.000008
lepidodendraceae.n.01,,,0.00001
jabberwocky.n.01,,,0.000003
jabber.n.01,,,0.000007
mummery.n.01,,,0.000009
palaver.n.02,,,0.000009
rigmarole.n.01,,,0.000006
shmegegge.n.01,,,0.000006
stuff.n.04,,,0.000008
abracadabra.n.01,,,0.000007
babble.n.01,,,0.000007
blather.n.01,,,0.000005
double_dutch.n.01,,,0.000003
bill_of_goods.n.01,,,0.000004
humbug.n.02,,,0.000006
double_talk.n.01,,,0.000002
baloney.n.01,,,0.000029
good_fortune.n.01,,,0.000005
bunk.n.04,,,0.00002
brazilwood.n.01,,,0.000004
chickenshit.n.01,,,0.000006
folderol.n.01,,,0.000026
mumbo_jumbo.n.01,,,0.000003
analects.n.01,,,0.000004
cut.n.08,,,0.000014
quotation.n.02,,,0.000013
epigraph.n.01,,,0.000004
mimesis.n.03,,,0.000006
misquotation.n.01,,,0.000005
telefilm.n.01,,,0.000005
scene.n.04,,,0.000007
outtake.n.01,,,0.000003
feature.n.03,,,0.000013
final_cut.n.01,,,0.000005
travelogue.n.01,,,0.000008
home_movie.n.01,,,0.000004
attraction.n.02,,,0.000004
counterattraction.n.01,,,0.000006
collage_film.n.01,,,0.000005
coming_attraction.n.01,,,0.000003
western.n.01,,,0.000007
shoot-'em-up.n.01,,,0.000003
short_subject.n.01,,,0.000004
cartoon.n.02,,,0.000007
newsreel.n.01,,,0.000003
documentary.n.01,,,0.000009
cinema_verite.n.01,,,0.000004
film_noir.n.01,,,0.000003
skin_flick.n.01,,,0.000003
peepshow.n.02,,,0.000003
rough_cut.n.01,,,0.000005
silent_movie.n.01,,,0.000006
slow_motion.n.01,,,0.000004
dissolve.n.01,,,0.000003
cut.n.02,,,0.000012
jump.n.03,,,0.000012
jump_cut.n.01,,,0.000004
spaghetti_western.n.01,,,0.000005
talking_picture.n.01,,,0.000005
three-d.n.01,,,0.000005
show.n.03,,,0.000006
broadcast.n.02,,,0.000006
rebroadcast.n.01,,,0.000004
rerun.n.01,,,0.000004
talk_show.n.01,,,0.000006
phone-in.n.01,,,0.000008
television_program.n.01,,,0.000004
colorcast.n.01,,,0.000005
pilot_program.n.02,,,0.000006
game_show.n.01,,,0.000005
quiz_program.n.01,,,0.000005
film_clip.n.01,,,0.000005
serial.n.01,,,0.000004
cliffhanger.n.02,,,0.000005
episode.n.03,,,0.000007
sustaining_program.n.01,,,0.000004
soap_opera.n.01,,,0.000004
radio_broadcast.n.01,,,0.000004
simulcast.n.01,,,0.000004
telecast.n.01,,,0.000004
night_letter.n.01,,,0.000004
airmail.n.01,,,0.000003
air_mail.n.01,,,0.000004
surface_mail.n.01,,,0.000006
registered_mail.n.01,,,0.000006
special_delivery.n.01,,,0.000004
correspondence.n.01,,,0.000004
kamasutra.n.01,,,0.000003
sutra.n.01,,,0.000003
letter.n.05,,,0.000008
business_letter.n.01,,,0.000005
covering_letter.n.01,,,0.000007
crank_letter.n.01,,,0.000004
encyclical.n.01,,,0.000006
fan_letter.n.01,,,0.000005
personal_letter.n.01,,,0.000005
form_letter.n.01,,,0.000005
open_letter.n.01,,,0.000005
chain_letter.n.01,,,0.000006
pastoral.n.02,,,0.000003
round_robin.n.02,,,0.000005
airmail_letter.n.01,,,0.00001
epistle.n.01,,,0.000003
note.n.02,,,0.000009
excuse.n.02,,,0.000004
love_letter.n.01,,,0.000006
dead_letter.n.02,,,0.000006
letter_of_intent.n.01,,,0.000004
card.n.03,,,0.000007
birthday_card.n.01,,,0.000005
get-well_card.n.01,,,0.000006
greeting_card.n.01,,,0.000006
christmas_card.n.01,,,0.000006
easter_card.n.01,,,0.000005
valentine.n.02,,,0.000004
postcard.n.01,,,0.000007
lettercard.n.01,,,0.000006
picture_postcard.n.01,,,0.000004
sympathy_card.n.01,,,0.000004
mass_card.n.01,,,0.000006
spiritual_bouquet.n.01,,,0.000005
acknowledgment.n.03,,,0.000004
farewell.n.01,,,0.000006
adieu.n.01,,,0.000025
bon_voyage.n.01,,,0.000007
greeting.n.01,,,0.000007
well-wishing.n.01,,,0.000002
regard.n.03,,,0.000006
reception.n.01,,,0.000008
hail.n.03,,,0.000008
pax.n.01,,,0.00001
welcome.n.02,,,0.000004
cordial_reception.n.01,,,0.000006
inhospitality.n.01,,,0.000004
glad_hand.n.01,,,0.000004
aloha.n.01,,,0.000005
handshake.n.01,,,0.000014
salute.n.03,,,0.000005
hello.n.01,,,0.000005
good_morning.n.01,,,0.000006
good_afternoon.n.01,,,0.000006
good_night.n.01,,,0.000004
salute.n.02,,,0.000006
calling_card.n.02,,,0.00001
mea_culpa.n.01,,,0.000006
condolence.n.01,,,0.000006
congratulation.n.01,,,0.000005
refusal.n.02,,,0.000004
declination.n.04,,,0.000005
decline.n.02,,,0.000008
information.n.01,,,0.000007
misinformation.n.01,,,0.000004
blowback.n.02,,,0.000003
disinformation.n.01,,,0.000004
material.n.02,,,0.000005
details.n.01,,,0.000006
dope.n.04,,,0.000007
fact.n.02,,,0.000003
record.n.05,,,0.000016
format.n.01,,,0.00001
high-level_formatting.n.01,,,0.000003
low-level_formatting.n.01,,,0.000007
gen.n.01,,,0.000005
relational_database.n.01,,,0.000005
medical_literature_analysis_and_retrieval_system.n.01,,,0.000004
object-oriented_database.n.01,,,0.000004
subdata_base.n.01,,,0.000004
lexical_database.n.01,,,0.000005
machine_readable_dictionary.n.01,,,0.000008
wordnet.n.02,,,0.000009
wordnet.n.01,,,0.000004
basics.n.01,,,0.000006
index.n.02,,,0.000008
body_mass_index.n.01,,,0.000004
business_index.n.01,,,0.000004
dow_jones.n.01,,,0.000006
jones.n.01,,,0.000012
standard_and_poor's.n.01,,,0.000004
leading_indicator.n.01,,,0.000006
price_index.n.01,,,0.000005
retail_price_index.n.01,,,0.000005
producer_price_index.n.01,,,0.000007
consumer_price_index.n.01,,,0.000009
short_account.n.02,,,0.000004
stock_index.n.01,,,0.000009
one-sixtieth.n.01,,,0.000007
news.n.04,,,0.000003
nuts_and_bolts.n.01,,,0.000008
intelligence.n.03,,,0.000003
military_intelligence.n.02,,,0.000004
good_word.n.02,,,0.000004
latest.n.01,,,0.000004
update.n.01,,,0.000003
evidence.n.02,,,0.000006
clue.n.02,,,0.000016
dna_fingerprint.n.01,,,0.000007
face_recognition.n.01,,,0.000009
fingerprint.n.01,,,0.000006
finger_scan.n.01,,,0.000006
loop.n.05,,,0.000004
thumbprint.n.01,,,0.000005
footprint.n.01,,,0.000007
footprint_evidence.n.01,,,0.000004
iris_scanning.n.01,,,0.000004
signature_recognition.n.01,,,0.000004
retinal_scanning.n.01,,,0.000003
voiceprint.n.01,,,0.000005
token.n.02,,,0.000002
trace.n.02,,,0.000007
footprint.n.02,,,0.000003
trace.n.06,,,0.000004
proof.n.02,,,0.000005
mathematical_proof.n.01,,,0.000004
logical_proof.n.01,,,0.000005
demonstration.n.04,,,0.000005
testimony.n.03,,,0.000007
good_authority.n.01,,,0.000004
testament.n.03,,,0.000003
counterargument.n.01,,,0.000005
professional.n.01,,,0.000007
pro.n.02,,,0.000003
con.n.01,,,0.000006
case.n.09,,,0.000004
clincher.n.01,,,0.00001
adducing.n.01,,,0.000003
last_word.n.01,,,0.000004
attestation.n.02,,,0.000004
confirmation.n.02,,,0.000004
reinforcement.n.02,,,0.000004
documentation.n.01,,,0.000006
guidance.n.01,,,0.00001
career_counseling.n.01,,,0.000004
cynosure.n.01,,,0.000004
genetic_counseling.n.01,,,0.000004
marriage_counseling.n.01,,,0.000004
tip.n.03,,,0.000015
insider_information.n.01,,,0.000004
rule.n.09,,,0.000004
rule.n.03,,,0.000006
rubric.n.01,,,0.000006
rubric.n.03,,,0.000005
order.n.09,,,0.000009
rule_of_evidence.n.01,,,0.000004
best_evidence_rule.n.01,,,0.000005
estoppel.n.01,,,0.000005
exclusionary_rule.n.01,,,0.000004
fruit_of_the_poisonous_tree.n.01,,,0.000007
hearsay_rule.n.01,,,0.000005
parol_evidence_rule.n.01,,,0.000004
res_ipsa_loquitur.n.01,,,0.000007
standing_order.n.01,,,0.000003
miranda_rule.n.01,,,0.000004
principle.n.05,,,0.000006
higher_law.n.01,,,0.000005
moral_principle.n.02,,,0.000005
golden_rule.n.01,,,0.000004
gigo.n.01,,,0.000005
categorical_imperative.n.01,,,0.000003
hypothetical_imperative.n.01,,,0.000004
policy.n.02,,,0.000004
economic_policy.n.01,,,0.000004
fiscal_policy.n.01,,,0.000004
new_deal.n.01,,,0.000004
control.n.11,,,0.000004
price_control.n.01,,,0.000003
ceiling.n.03,,,0.000025
glass_ceiling.n.01,,,0.000005
floor.n.03,,,0.000005
price_floor.n.01,,,0.000005
wage_floor.n.01,,,0.000005
perestroika.n.01,,,0.000004
social_policy.n.01,,,0.000006
apartheid.n.01,,,0.000004
glasnost.n.01,,,0.000003
social_action.n.01,,,0.000004
affirmative_action.n.01,,,0.000004
fence_mending.n.01,,,0.000005
trade_barrier.n.01,,,0.000008
quota.n.03,,,0.000003
embargo.n.01,,,0.00001
nativism.n.01,,,0.000003
party_line.n.01,,,0.000005
foreign_policy.n.01,,,0.000004
brinkmanship.n.01,,,0.000004
imperialism.n.01,,,0.000003
intervention.n.02,,,0.000006
nonintervention.n.01,,,0.000008
nonaggression.n.01,,,0.000004
manifest_destiny.n.01,,,0.000003
isolationism.n.01,,,0.000004
monroe_doctrine.n.01,,,0.000008
truman_doctrine.n.01,,,0.000006
neutralism.n.01,,,0.000004
regionalism.n.02,,,0.000004
trade_policy.n.01,,,0.000005
open-door_policy.n.01,,,0.000011
zero-tolerance_policy.n.01,,,0.000004
zionism.n.01,,,0.000004
ethic.n.02,,,0.000006
caveat_emptor.n.01,,,0.000004
dictate.n.01,,,0.000005
age_limit.n.01,,,0.000004
assize.n.01,,,0.000003
speed_limit.n.01,,,0.000004
canon.n.01,,,0.000004
etiquette.n.01,,,0.000003
protocol.n.02,,,0.000003
protocol.n.01,,,0.000006
file_transfer_protocol.n.01,,,0.000006
anonymous_ftp.n.01,,,0.000006
hypertext_transfer_protocol.n.01,,,0.000006
musical_instrument_digital_interface.n.01,,,0.000004
transmission_control_protocol.n.01,,,0.000006
transmission_control_protocol/internet_protocol.n.01,,,0.000008
punctilio.n.01,,,0.000005
closure.n.02,,,0.00001
closure_by_compartment.n.01,,,0.000005
point_of_order.n.01,,,0.000003
bushido.n.01,,,0.000003
legal_code.n.01,,,0.000004
penal_code.n.01,,,0.000003
united_states_code.n.01,,,0.000005
building_code.n.01,,,0.000005
dress_code.n.01,,,0.000006
fire_code.n.01,,,0.000004
omerta.n.01,,,0.000005
sanitary_code.n.01,,,0.000006
highway_code.n.01,,,0.000005
double_standard.n.01,,,0.000003
double_standard_of_sexual_behavior.n.01,,,0.000003
equation.n.01,,,0.000004
linear_equation.n.01,,,0.000004
quadratic_equation.n.01,,,0.000006
biquadratic_equation.n.01,,,0.000006
differential_equation.n.01,,,0.000003
maxwell's_equations.n.01,,,0.000003
partial_differential_equation.n.01,,,0.000004
schrodinger_equation.n.01,,,0.000005
simultaneous_equations.n.01,,,0.000005
wave_equation.n.01,,,0.000004
recommendation.n.01,,,0.000004
indication.n.04,,,0.000004
referral.n.02,,,0.000003
admonition.n.01,,,0.000009
example.n.04,,,0.000009
secret.n.02,,,0.000006
secret.n.01,,,0.000005
confidence.n.05,,,0.000005
esoterica.n.01,,,0.000003
cabala.n.01,,,0.000028
open_secret.n.01,,,0.000004
password.n.01,,,0.00001
trade_secret.n.01,,,0.000004
propaganda.n.01,,,0.000004
agitprop.n.01,,,0.000004
course_catalog.n.01,,,0.000008
source.n.02,,,0.000003
specification.n.03,,,0.000004
source_materials.n.01,,,0.000005
voucher.n.02,,,0.000005
working_papers.n.01,,,0.000003
well.n.03,,,0.000006
copy.n.04,,,0.000005
filler.n.03,,,0.000004
course_of_study.n.01,,,0.000008
crash_course.n.01,,,0.000008
reading_program.n.01,,,0.000004
degree_program.n.01,,,0.000004
printing.n.03,,,0.000007
typography.n.02,,,0.000004
print.n.04,,,0.000003
small_print.n.02,,,0.000004
relief_printing.n.01,,,0.000006
intaglio_printing.n.01,,,0.000009
process_printing.n.01,,,0.000005
photogravure.n.01,,,0.000004
rotogravure.n.01,,,0.000003
planographic_printing.n.01,,,0.000006
collotype.n.01,,,0.000005
lithography.n.01,,,0.000003
photolithography.n.01,,,0.000004
chromolithography.n.01,,,0.000004
photo-offset_printing.n.01,,,0.000005
offset.n.05,,,0.000005
offset_lithography.n.01,,,0.000004
letterset_printing.n.01,,,0.000007
carbon_process.n.01,,,0.000004
news.n.02,,,0.000003
report.n.03,,,0.000008
newsletter.n.01,,,0.000006
market_letter.n.01,,,0.000008
news_bulletin.n.01,,,0.00001
information_bulletin.n.01,,,0.000004
dispatch.n.01,,,0.000012
urban_legend.n.01,,,0.000005
exclusive.n.01,,,0.000006
newscast.n.01,,,0.000005
newscaster.n.01,,,0.000004
radio_news.n.01,,,0.000004
sportscast.n.01,,,0.000003
television_news.n.01,,,0.000003
coverage.n.03,,,0.000004
hard_news.n.01,,,0.000003
soft_news.n.01,,,0.000003
stop_press.n.01,,,0.000005
commitment.n.04,,,0.000005
oath.n.02,,,0.000004
affirmation.n.03,,,0.000005
profession.n.04,,,0.000004
giving.n.02,,,0.000004
guarantee.n.01,,,0.000013
security.n.07,,,0.000007
deposit.n.07,,,0.000005
stock_warrant.n.02,,,0.000004
guarantee.n.02,,,0.000007
safety_net.n.01,,,0.000005
full_faith_and_credit.n.01,,,0.000003
approval.n.04,,,0.000006
approbation.n.02,,,0.000004
sanction.n.01,,,0.000011
o.k..n.01,,,0.000011
crack_addict.n.01,,,0.000006
visa.n.01,,,0.000005
nihil_obstat.n.01,,,0.000004
memorial.n.01,,,0.000008
ovation.n.01,,,0.000005
salute.n.01,,,0.000008
connivance.n.02,,,0.000006
permission.n.01,,,0.000004
all_clear.n.02,,,0.000003
dismissal.n.03,,,0.000005
green_light.n.02,,,0.000003
leave.n.02,,,0.000004
pass.n.12,,,0.000012
pass.n.06,,,0.000011
boarding_card.n.01,,,0.000009
hall_pass.n.01,,,0.000004
ticket-of-leave.n.01,,,0.000003
pass.n.05,,,0.000008
safe-conduct.n.01,,,0.000006
encouragement.n.01,,,0.000003
applause.n.01,,,0.000012
hand.n.12,,,0.000005
handclap.n.01,,,0.000004
round.n.12,,,0.000005
cheer.n.01,,,0.000008
banzai.n.01,,,0.000004
bravo.n.02,,,0.000003
hurrah.n.01,,,0.000007
salvo.n.03,,,0.000008
praise.n.02,,,0.000005
hallelujah.n.01,,,0.000004
rave.n.02,,,0.000004
superlative.n.01,,,0.000005
eulogy.n.01,,,0.000009
recommendation.n.02,,,0.000006
character.n.07,,,0.000005
puff.n.03,,,0.000005
trade-last.n.01,,,0.000005
flattery.n.01,,,0.000005
adulation.n.01,,,0.000004
blandishment.n.01,,,0.000007
blarney.n.01,,,0.000013
puffery.n.01,,,0.000003
unction.n.01,,,0.00001
award.n.02,,,0.000009
aliyah.n.01,,,0.000003
tribute.n.01,,,0.000004
associate_degree.n.01,,,0.000009
associate_in_arts.n.01,,,0.000006
associate_in_applied_science.n.01,,,0.000006
associate_in_nursing.n.01,,,0.000006
bachelor's_degree.n.01,,,0.000007
bachelor_of_arts.n.01,,,0.000012
bachelor_of_arts_in_library_science.n.01,,,0.000008
liter.n.01,,,0.000016
bachelor_of_arts_in_nursing.n.01,,,0.000009
bachelor_of_divinity.n.01,,,0.00001
bachelor_of_literature.n.01,,,0.000005
bachelor_of_medicine.n.01,,,0.000007
bachelor_of_music.n.01,,,0.000006
bachelor_of_naval_science.n.01,,,0.00001
bachelor_of_science.n.01,,,0.000006
bachelor_of_science_in_architecture.n.01,,,0.000004
bachelor_of_science_in_engineering.n.01,,,0.000004
bachelor_of_theology.n.01,,,0.000011
honours.n.01,,,0.000008
first.n.05,,,0.000007
double_first.n.01,,,0.000003
master's_degree.n.01,,,0.000005
master_of_architecture.n.01,,,0.000008
master_of_arts.n.01,,,0.00001
master_of_arts_in_library_science.n.01,,,0.00001
master_of_arts_in_teaching.n.01,,,0.00001
teacher.n.01,,,0.000009
master_in_business.n.01,,,0.000008
master_of_divinity.n.01,,,0.000004
master_of_education.n.01,,,0.000005
master_of_fine_arts.n.01,,,0.000005
master_of_literature.n.01,,,0.000006
master_of_library_science.n.01,,,0.000007
master_in_public_affairs.n.01,,,0.000003
master_of_science.n.01,,,0.000009
master_of_science_in_engineering.n.01,,,0.000004
master_of_theology.n.01,,,0.000005
doctor's_degree.n.01,,,0.000009
doctor_of_dental_medicine.n.01,,,0.000005
doctor_of_dental_surgery.n.01,,,0.000007
doctor_of_divinity.n.01,,,0.000008
doctor_of_education.n.01,,,0.000008
doctor_of_medicine.n.01,,,0.000005
doctor_of_music.n.01,,,0.000006
doctor_of_musical_arts.n.01,,,0.00001
doctor_of_optometry.n.01,,,0.000008
doctor_of_osteopathy.n.01,,,0.000005
doctor_of_arts.n.02,,,0.000009
doctor_of_philosophy.n.01,,,0.000003
ph.d..n.01,,,0.000007
dphil.n.01,,,0.000006
doctor_of_public_health.n.01,,,0.00001
doctor_of_theology.n.01,,,0.000007
doctor_of_sacred_theology.n.01,,,0.000006
law_degree.n.01,,,0.000005
bachelor_of_laws.n.01,,,0.000011
master_of_laws.n.01,,,0.000006
honorary_degree.n.01,,,0.000008
doctor_of_arts.n.01,,,0.000008
doctor_of_fine_arts.n.01,,,0.000009
doctor_of_humane_letters.n.01,,,0.000006
doctor_of_humanities.n.01,,,0.000004
doctor_of_laws.n.01,,,0.000007
doctor_of_science.n.01,,,0.000011
pennant.n.01,,,0.000013
cachet.n.01,,,0.000008
citation.n.01,,,0.000006
mention.n.03,,,0.000004
decoration.n.02,,,0.000018
medal_of_honor.n.01,,,0.000004
distinguished_service_medal.n.01,,,0.000004
distinguished_service_cross.n.01,,,0.000004
navy_cross.n.01,,,0.000006
distinguished_flying_cross.n.01,,,0.000006
air_medal.n.01,,,0.000003
silver_star_medal.n.01,,,0.000007
bronze_star_medal.n.01,,,0.000005
order_of_the_purple_heart.n.01,,,0.000006
oak_leaf_cluster.n.01,,,0.000004
victoria_cross.n.01,,,0.000004
distinguished_conduct_medal.n.01,,,0.000003
distinguished_service_order.n.01,,,0.000004
croix_de_guerre.n.01,,,0.000005
medaille_militaire.n.01,,,0.000004
disapproval.n.02,,,0.000003
disapprobation.n.01,,,0.000005
censure.n.01,,,0.000004
demonization.n.01,,,0.000005
interdict.n.01,,,0.000003
brickbat.n.02,,,0.000004
faultfinding.n.01,,,0.000006
fire.n.09,,,0.000031
thrust.n.04,,,0.000007
potshot.n.02,,,0.000003
counterblast.n.01,,,0.000006
rebuke.n.01,,,0.000009
interpreter.n.01,,,0.000004
sermon.n.02,,,0.000005
slating.n.02,,,0.000003
static.n.02,,,0.000003
stricture.n.02,,,0.000003
chiding.n.01,,,0.000014
what_for.n.01,,,0.000004
wig.n.02,,,0.000005
castigation.n.01,,,0.000015
persian_deity.n.01,,,0.000005
berating.n.01,,,0.000005
reproach.n.01,,,0.000003
self-reproach.n.02,,,0.000011
blame.n.02,,,0.000006
lecture.n.02,,,0.000008
curtain_lecture.n.01,,,0.000007
correction.n.04,,,0.000003
admonition.n.02,,,0.000007
respects.n.01,,,0.000004
ad-lib.n.01,,,0.000003
courtesy.n.02,,,0.000004
disrespect.n.01,,,0.000003
abuse.n.02,,,0.000011
derision.n.01,,,0.000004
ridicule.n.01,,,0.000004
contempt.n.03,,,0.000004
fleer.n.02,,,0.000005
jeer.n.01,,,0.000012
sneer.n.01,,,0.000006
sneeze.n.01,,,0.000012
sneer.n.02,,,0.000005
put-down.n.01,,,0.000015
stultification.n.01,,,0.000006
cold_water.n.01,,,0.000003
denigration.n.01,,,0.000008
ethnic_slur.n.01,,,0.000003
detraction.n.01,,,0.000004
sour_grapes.n.01,,,0.000005
condescension.n.02,,,0.000008
character_assassination.n.01,,,0.000007
mud.n.02,,,0.000003
libel.n.01,,,0.000005
slander.n.01,,,0.000007
name.n.06,,,0.000005
smear_word.n.01,,,0.000004
low_blow.n.01,,,0.000002
scurrility.n.01,,,0.000008
stinger.n.02,,,0.000013
vituperation.n.01,,,0.000006
handful.n.01,,,0.000006
interpolation.n.01,,,0.000005
statement.n.01,,,0.000005
statement.n.04,,,0.000005
amendment.n.02,,,0.000004
thing.n.07,,,0.000003
truth.n.03,,,0.000004
gospel.n.02,,,0.000005
antinomy.n.01,,,0.000006
paradox.n.01,,,0.000005
job_description.n.01,,,0.000004
specification.n.01,,,0.000006
computer_architecture.n.01,,,0.000005
neural_network.n.01,,,0.000008
network_architecture.n.01,,,0.000004
declaration.n.01,,,0.000004
announcement.n.01,,,0.000009
bastardization.n.01,,,0.000004
edict.n.01,,,0.000004
bull.n.10,,,0.000006
promulgation.n.02,,,0.000004
confession.n.04,,,0.000004
manifesto.n.01,,,0.000006
communist_manifesto.n.01,,,0.000004
pronouncement.n.01,,,0.000008
bill_of_rights.n.01,,,0.000006
first_amendment.n.01,,,0.000004
fifth_amendment.n.01,,,0.000004
fourteenth_amendment.n.01,,,0.000004
eighteenth_amendment.n.01,,,0.000003
nineteenth_amendment.n.01,,,0.000004
assertion.n.01,,,0.000006
cause_of_action.n.01,,,0.000004
dibs.n.01,,,0.000005
pretension.n.02,,,0.000004
claim.n.02,,,0.000004
accusation.n.02,,,0.000006
countercharge.n.01,,,0.000003
allegation.n.02,,,0.000006
contention.n.01,,,0.000005
submission.n.07,,,0.000004
ipse_dixit.n.01,,,0.000004
formula.n.01,,,0.000007
formula.n.03,,,0.000005
mathematical_statement.n.01,,,0.000004
avowal.n.01,,,0.00001
reassertion.n.01,,,0.000004
testimony.n.02,,,0.000006
profession.n.03,,,0.000005
protestation.n.02,,,0.000004
postulation.n.01,,,0.000004
threat.n.03,,,0.000003
commination.n.02,,,0.000006
menace.n.02,,,0.000004
evidence.n.03,,,0.000006
exhibit.n.01,,,0.000003
testimony.n.01,,,0.000006
witness.n.03,,,0.000005
corpus_delicti.n.01,,,0.000003
direct_evidence.n.01,,,0.000005
res_gestae.n.01,,,0.000004
circumstantial_evidence.n.01,,,0.000006
corroborating_evidence.n.01,,,0.000006
hearsay_evidence.n.01,,,0.000005
state's_evidence.n.01,,,0.000006
declaration.n.02,,,0.000004
attestation.n.01,,,0.000004
affidavit.n.01,,,0.000003
verification.n.02,,,0.000004
subornation.n.02,,,0.000004
bid.n.04,,,0.000005
contract.n.02,,,0.000008
takeout.n.02,,,0.000004
overbid.n.02,,,0.00001
preemptive_bid.n.01,,,0.000007
word.n.02,,,0.000004
explanation.n.01,,,0.000009
explicandum.n.01,,,0.000006
explanans.n.01,,,0.000004
simplification.n.01,,,0.000004
oversimplification.n.02,,,0.000006
accounting.n.01,,,0.000005
value_statement.n.01,,,0.000004
representation.n.08,,,0.000004
reason.n.02,,,0.000006
justification.n.02,,,0.000003
cause.n.02,,,0.000008
defense.n.04,,,0.000005
apology.n.02,,,0.000004
alibi.n.01,,,0.000004
extenuation.n.01,,,0.000005
exposition.n.04,,,0.000003
exposition.n.03,,,0.000003
exposition.n.01,,,0.000006
construal.n.01,,,0.000004
philosophizing.n.01,,,0.000004
moralizing.n.01,,,0.000004
preachification.n.01,,,0.000003
explication.n.02,,,0.000003
solution.n.02,,,0.000014
denouement.n.02,,,0.000004
gloss.n.01,,,0.000007
deriving.n.01,,,0.000008
definition.n.01,,,0.000004
contextual_definition.n.01,,,0.000004
dictionary_definition.n.01,,,0.000006
explicit_definition.n.01,,,0.000003
ostensive_definition.n.01,,,0.000003
recursive_definition.n.01,,,0.000004
redefinition.n.01,,,0.000004
stipulative_definition.n.01,,,0.000004
rescript.n.01,,,0.000004
feedback.n.02,,,0.000003
announcement.n.02,,,0.000005
advisory.n.01,,,0.000005
annunciation.n.02,,,0.000004
banns.n.01,,,0.000006
caveat.n.02,,,0.000004
obituary.n.01,,,0.000007
parallel_lives.n.01,,,0.000004
program.n.05,,,0.000004
playbill.n.01,,,0.000003
racecard.n.01,,,0.000006
prediction.n.02,,,0.000009
extropy.n.01,,,0.000005
fortunetelling.n.01,,,0.000007
horoscope.n.01,,,0.000007
prophecy.n.02,,,0.000005
oracle.n.02,,,0.000003
financial_forecast.n.01,,,0.000005
weather_forecast.n.01,,,0.000004
proposition.n.01,,,0.000006
particular.n.03,,,0.000007
universal.n.02,,,0.000005
negation.n.03,,,0.000004
converse.n.01,,,0.000006
lemma.n.01,,,0.000006
term.n.05,,,0.000004
theorem.n.01,,,0.000004
categorem.n.01,,,0.000006
syncategorem.n.01,,,0.000007
conclusion.n.05,,,0.000006
postulate.n.01,,,0.000006
axiom.n.02,,,0.000003
premise.n.01,,,0.000007
major_premise.n.01,,,0.000006
minor_premise.n.01,,,0.000006
major_term.n.01,,,0.000003
minor_term.n.01,,,0.000003
middle_term.n.01,,,0.000004
specious_argument.n.01,,,0.000004
vicious_circle.n.02,,,0.000004
thesis.n.01,,,0.000005
condition.n.02,,,0.00001
boundary_condition.n.01,,,0.000005
scenario.n.03,,,0.000004
quotation.n.03,,,0.000005
falsehood.n.01,,,0.000007
dodge.n.03,,,0.000005
lie.n.01,,,0.000008
fairytale.n.02,,,0.000012
jactitation.n.02,,,0.000003
whopper.n.01,,,0.000009
white_lie.n.01,,,0.000004
fabrication.n.01,,,0.000005
canard.n.01,,,0.000005
half-truth.n.01,,,0.000004
